Ensembl_ID	TCGA-L5-A4OG-01A	TCGA-JY-A6FB-01A	TCGA-V5-A7RE-01A	TCGA-L5-A43E-01A	TCGA-LN-A49M-01A	TCGA-KH-A6WC-01A	TCGA-2H-A9GJ-01A	TCGA-L5-A893-01A	TCGA-LN-A7HV-01A	TCGA-L5-A4OH-01A	TCGA-IC-A6RF-01A	TCGA-JY-A93F-01A	TCGA-LN-A4A9-01A	TCGA-L5-A4OJ-01A	TCGA-LN-A5U7-01A
PBX4	1.418880472	1.095898182	1.490324115	1.341611021	0.866336063	0.210678938	0.320209289	1.308427498	0.415037305	2.024398718	1.495514782	0.923191602	1.218125826	1.259526657	0.210631663
PBXIP1	3.538269005	3.927867749	4.0354845	4.729366879	3.594535656	3.120297325	5.517026674	4.544453356	3.763157199	3.929158104	4.028595859	2.216714975	3.495225553	4.521830304	3.359109752
PC	2.561400513	1.688638206	1.455535891	2.198036761	3.701207274	2.944459457	2.850601208	2.897635594	3.677885172	3.432782287	3.033903292	3.953334	3.011435675	2.012450542	4.145287145
PCBD1	4.550468888	6.025656261	5.942194116	5.298072192	3.541072122	4.073670478	4.725987706	5.227209832	5.826421574	5.572871641	4.049913931	4.836356009	3.620460391	4.329648412	2.992399802
PCBD2	1.013614259	1.208499294	1.549234125	1.127375173	1.222915611	1.205134507	1.325573335	1.134218947	0.892216449	1.269962022	1.098028901	1.276525202	1.32571934	1.048172697	0.875877525
PCBP1	6.680832891	6.754194165	6.899911671	6.668287415	6.88786433	6.71256432	6.742847982	6.669508824	6.938941986	6.353742266	7.215942242	6.63483808	5.996888413	7.103420471	6.550703367
PCBP2	4.957753328	4.828522633	5.385074105	4.480362869	4.962928777	4.175972627	4.272342711	4.423660998	5.007460328	4.220550835	4.908754934	4.801898136	4.555905005	4.756081456	4.541645912
PCBP3	0.134288049	0.046656657	0.040645657	0.097410961	0.133298805	0.100648633	0.061910043	0.262013296	0.351192057	0.078336071	0.133551119	0.015036369	0.702196436	0.121028455	0.35902507
PCBP4	3.609247815	3.27142342	3.468598804	2.602732935	2.422842143	2.045542604	2.841905239	3.578814922	2.76089137	2.618301261	4.171107129	4.532812525	3.139127064	1.995431828	2.164265523
PCCA	1.96101324	1.339988853	1.338814499	1.873975758	0.925221126	1.331794565	1.838797731	1.586871148	0.881479829	1.841201913	1.718660374	0.735869593	0.887066457	1.61121772	1.267710387
PCCB	2.055152621	2.723565779	2.20028482	2.284799997	2.385828876	1.816010047	2.758796099	2.462055557	3.55113105	1.772196254	2.726047834	2.837698571	1.88875274	3.45864733	2.384401194
PCDH1	6.177764924	5.595651368	6.142871713	5.374633319	2.666466413	5.402555974	5.663891838	5.789698786	1.55489304	5.332582127	4.925971851	3.305298719	3.296112489	5.476968945	1.723761612
PCDH12	1.496032526	2.350147177	0.816948946	0.748835901	1.184324354	0.322697928	1.036891925	0.912406666	1.060898318	0.914397825	0.353531448	0.340762667	0.982708183	1.460611429	0.669306874
PCDH17	1.287585163	2.103491621	0.888236848	0.709088239	1.391104478	0.515960536	1.115351014	1.243785238	1.398349713	1.118502747	0.593914271	0.583357234	0.917372233	0.888250662	1.552936101
PCDH18	1.879474231	1.909271123	0.935009751	1.903651718	1.839283189	0.55263758	1.313153523	1.715960955	0.457391025	1.477681549	0.755434773	0.511809468	2.574952204	1.845392791	1.423840935
PCDH19	0.031985483	0.016499131	0.00898803	0.063397742	1.496979132	0.196392429	0.218169786	0.425666921	0.289224844	0.651698279	0.099570149	0.010540045	0.130954134	0.030334179	0.15467004
PCDH7	2.598064506	3.345116581	2.596985408	3.329934414	2.773796617	1.345312213	2.590777558	1.451183207	3.088521793	1.634213266	0.313619328	1.731061887	4.009977315	1.935576602	2.072343154
PCED1A	3.340008077	3.208615305	2.534102505	3.063858461	2.113643012	2.191564504	2.100736768	2.83318804	3.383507087	4.116487085	3.251191799	2.707305608	3.248352488	2.875648734	3.427748132
PCED1B	1.634004846	1.150034043	0.987527545	0.830222226	2.031207576	1.03072075	0.469093043	2.10850208	1.338531318	2.029870462	2.424089983	2.435689251	2.258664028	1.358978317	2.149792335
PCF11	2.319379376	2.22493902	2.511744437	2.827560093	1.589768475	2.313849794	2.781402187	2.375661258	1.803238559	3.55668615	2.61237762	1.522046028	2.499805261	2.475354946	2.410900042
PCGF1	2.579278626	2.348462324	3.096106706	2.483954992	2.663842863	1.666017296	2.170853919	2.37208621	3.344539565	2.439887929	3.176833624	2.682647793	2.979177965	2.632173505	2.50128774
PCGF2	2.95584125	4.148082605	2.892428525	3.5518851	3.043701085	2.233426917	3.605719721	2.957989809	3.160621605	3.068812465	3.241061461	3.172407532	2.954092553	2.48413219	3.285518803
PCGF3	3.220750744	2.731284756	3.283471729	3.76872157	2.641267187	2.89841351	2.233616638	3.35100205	3.038328064	3.807523361	4.076516796	3.364737369	3.616566987	3.225151328	3.316903314
PCGF5	3.599225355	3.41387526	3.173861764	3.864799292	2.050509062	2.404526194	3.5319212	3.700494636	2.543917406	3.750010998	3.759928478	2.580100998	3.433087663	2.801031869	2.956106535
PCGF6	2.236740236	1.470019217	1.732918263	1.969207449	2.094803856	1.041392521	1.481280023	2.138235084	2.062827749	2.227938912	2.482509389	2.234765392	2.427524158	2.111942357	1.978415919
PCID2	3.498220959	2.584683036	3.002527123	3.772240578	2.610642763	1.790354645	2.515233902	2.720541832	2.321257563	3.446446171	2.847445869	2.582891114	3.021814366	2.615255846	2.934211144
PCIF1	4.616130304	4.089154681	4.804319238	4.676923325	4.230541838	3.615843912	4.314610444	4.663659358	4.379031929	5.762887087	4.395985749	3.784328731	4.264216799	4.594386741	4.767094243
PCK2	3.642839295	2.831771202	3.553891365	3.759777918	2.19120562	2.428231223	4.542874284	3.243915443	2.244934434	4.175489988	2.85553922	1.45156395	2.32869036	3.895273939	2.658512356
PCM1	3.271301812	2.827437503	2.554395601	4.270938186	2.155646867	2.97428657	3.650680881	3.346545542	2.821796895	2.767316073	3.020455773	3.267525287	2.81448521	2.610337459	3.521200503
PCMT1	4.914945639	4.564386277	4.531263387	3.920937806	4.737884089	3.807443482	3.875323318	4.158280462	5.414582263	4.113037821	4.285590419	4.239100187	3.740607968	4.578075706	4.242841237
PCMTD1	3.2595912	2.242479982	3.037993204	3.569852523	2.730591208	2.932090936	2.980251746	2.69473112	2.236961079	2.720164147	2.422631226	2.815376295	4.462265965	2.910587099	2.917336405
PCMTD2	3.607989011	2.947735525	3.138156021	3.428293958	2.726615086	2.560178179	3.152147338	2.735548781	2.391996334	3.555505813	3.151706407	2.506705246	3.50080916	3.306263129	2.997574636
PCNA	5.975438063	6.369959296	6.6986867	5.777857439	5.724981701	5.057741859	5.129827192	6.547190589	7.403549443	6.631538079	6.07470433	6.210310318	5.095637927	6.20944508	7.500412094
PCNP	5.363174004	4.877595252	5.155425722	4.651886266	4.817421518	4.32089131	5.027082452	4.616534627	4.667124278	4.913090184	4.627391933	4.998503428	4.875361239	5.030016373	5.139289911
PCNT	2.36113178	2.816120815	2.395506034	1.36106545	2.590614265	2.281906311	3.341804411	2.967194029	3.011327064	2.796572811	2.771706692	1.765051889	3.927142721	2.943000955	3.190271775
PCOLCE	2.419944619	2.956721243	1.479415549	2.445964332	3.719807095	1.414920227	1.334774329	2.962646596	2.116504855	2.547312295	1.883931967	2.11966391	4.326179913	2.576448206	2.812375744
PCP2	0.470629697	0.129122159	0.279366251	0.553719334	0.560352388	0.38023749	0.256822986	0.174334617	0.742390951	0.330850419	0.416243592	0.701972101	1.332733666	0.57374253	0.690759265
PCSK1	0.116760491	0.053236493	0.123813029	0.111239242	0.179776193	0.518425215	1.172894062	0.123584264	1.669529337	0.060306295	0.121109252	0.108600544	1.454377664	0.064821143	0.73832945
PCSK4	0.475741433	0.720486938	0.724902767	0.403749916	0.488399633	0.861512076	1.108262258	0.692164371	0.306056648	0.973804924	2.252651356	1.850861331	1.047353053	0.790756607	0.22358851
PCSK5	1.426016501	2.900555831	1.790734504	2.302938254	1.042685242	2.170887943	3.79271416	2.966715081	0.862510371	3.098474765	1.525236399	1.65420626	0.872197755	3.106213437	2.718279261
PCSK6	0.937566233	2.450936554	1.532430152	1.350934098	0.933871708	1.236289625	2.281591115	1.166311936	0.926081116	1.852187317	1.101927303	0.776915574	0.20603377	1.124997822	0.130671783
PCSK7	2.108917567	2.695791776	1.785888715	2.247889934	0.912821591	1.360069532	2.004798459	2.398163238	1.527292676	2.229843104	1.642847856	1.27822487	1.731841088	2.30671587	1.113408383
PCSK9	2.110079317	1.235235836	4.476176343	1.39669931	4.850727664	0.611163284	3.425825995	1.667327763	3.234327959	3.842635344	2.448859269	2.803877775	1.623398489	1.88859952	3.065707593
PCTP	2.538986907	2.110521939	2.063922963	1.004499472	1.240987316	1.181629352	1.239077883	1.604013769	1.024186433	1.824177251	1.144857612	0.862002113	1.070867278	2.602322203	2.044611169
PCYOX1	3.898004989	4.483630522	4.358719132	3.668531211	4.461136967	5.076283952	4.473999154	3.706496826	5.220061165	4.149264868	4.170888226	3.548736342	3.613656036	3.762152863	4.869930777
PCYOX1L	1.111962425	1.437898001	0.573608353	1.355584577	1.356352388	1.576832945	1.949772669	1.333299965	1.756922499	0.921560363	0.799808431	1.21276036	1.519155225	0.801926779	1.861244617
PCYT1A	3.676039096	3.757992461	3.415556331	4.16012721	4.505317056	3.635126873	4.350368883	3.455197289	4.193487164	3.855622653	4.356014128	4.011391679	4.777394957	3.625069212	5.502667496
PCYT1B	0.045741529	0.028852572	0.018877417	0.006680116	0.425771467	0.200016283	0.03381238	0.747553273	0.692167972	0.034353891	0.370514942	0.025778626	0.378928314	0.003163505	1.820303663
PCYT2	2.461727802	3.316039945	2.76158254	2.652892165	2.699400401	2.343131864	3.507958382	2.755515493	2.947724192	2.827301919	3.194557054	2.422907644	2.392220199	2.803862482	1.81325983
PDAP1	4.891002391	4.754772881	4.867851988	4.830235914	4.877810616	3.795827419	4.235519672	4.457365663	5.438917257	5.285524109	4.396540966	4.753158668	4.660128353	4.798473455	4.81383655
PDCD1	1.661400327	0.198427782	0.74901723	0.745746861	0.173939942	0.340211141	0.38504527	1.526652033	0.172707893	0.380731685	1.015959671	0.217142501	2.088441566	0.753972499	0.664996127
PDCD10	3.704766421	3.70295775	3.925727672	4.64895349	4.425978044	3.642008526	4.13128413	3.689735839	4.398421435	2.941378804	4.419697377	3.829797865	4.225637748	3.832306257	4.838251548
PDCD11	3.453154749	3.641359557	3.46466289	4.10283329	2.790674875	2.862851469	3.980202715	3.381116419	2.631271358	3.573722844	4.527100432	3.752500841	3.102920111	3.705486809	3.205680185
PDCD1LG2	1.434268309	0.231400448	0.194551574	0.51661165	1.612148382	0.537223956	0.26609038	0.880299377	0.395901378	0.247591601	0.936406439	0.420915722	1.923577647	0.394539865	0.849303051
PDCD2	3.1774597	3.442914205	3.349177221	3.438166364	2.880267571	2.337827512	2.995855071	2.913228034	3.807186319	3.058905884	2.925737194	3.162079409	2.315208282	3.081046467	2.4493951
PDCD2L	2.714734144	3.257729427	3.56756138	2.516067329	2.646700728	1.195894336	3.030667897	2.106996045	2.993063279	3.566982774	2.565641457	2.411203606	1.568973869	2.979174876	2.097929038
PDCD4	3.167815111	3.911194871	2.425984171	3.256813639	2.379471367	5.792406496	4.608680291	4.723386447	3.535213435	3.783722802	5.188178216	2.561276455	3.440931652	4.293454213	3.521984324
PDCD5	4.250178838	4.232035865	5.177557269	3.649806612	4.467408132	3.115078515	4.441250327	3.441193014	5.020400674	4.764215939	4.237125638	4.926696974	4.083146915	4.353428181	3.781454796
PDCD6	2.341867285	2.789847707	3.559490715	2.940243326	2.944838656	3.269826916	2.298138752	3.205015443	3.512720063	3.270144353	2.911613341	2.897348768	2.166320576	3.102941522	2.389173242
PDCD6IP	4.747867778	4.358201114	4.72569782	4.664263748	5.310621705	5.356606778	4.641019767	5.045442147	3.718564759	4.26129942	4.903540918	4.846613555	4.433017121	4.324530577	4.177684963
PDCD7	2.564224813	2.977814321	2.654296046	2.610699907	2.911049918	2.711966864	1.842939225	2.494462215	3.186149589	2.765601556	2.807297214	2.930791036	3.091844671	2.752795478	2.848638411
PDCL	2.779537328	3.262635865	2.373203273	2.702498193	2.984950235	2.138020991	2.545129357	2.8373705	3.353532132	2.866363194	2.294560028	2.450086821	2.928710679	3.130518699	3.475657397
PDCL3	3.267164956	3.193918896	3.780317725	3.075077894	3.757196518	2.718794011	2.399830899	2.928624337	4.324716273	3.534775743	3.642879518	3.019819993	2.282769355	3.884853654	3.089133277
PDE10A	0.604929819	0.360346188	0.183062265	0.180941527	0.345127821	0.153715273	0.157573658	0.381083639	1.522864601	0.23690249	1.265346191	0.129418112	0.40286212	0.170461518	0.20944701
PDE12	2.955068978	2.604285183	3.040458112	3.336055641	1.825533233	2.429835188	3.007755544	2.738155117	1.896999265	2.645034692	2.8013446	3.105508692	2.202209404	2.535443467	2.398247566
PDE1A	0.387598472	0.597190162	0.112380229	0.200185672	0.372714002	0.269126797	0.268529011	0.62460143	0.139583555	0.359984129	0.283160954	0.116011333	0.515232851	0.37951179	0.095987222
PDE1B	0.31351236	0.202353082	0.047697884	0.168030916	0.184649937	0.257968115	0.057792441	0.468781933	0.170536363	0.108890977	0.405832216	0.040080692	0.535183342	0.155296658	0.090056943
PDE1C	0.173812774	0.487839717	0.047575509	0.251283435	0.074929107	0.14677152	0.27669686	0.384458886	0.050552477	0.143140753	0.247881505	0.025167926	0.143883295	0.224680881	0.555436073
PDE2A	0.688695519	1.383660484	0.57432576	0.457673301	1.802924939	0.701534373	0.872141454	1.289844944	0.690176649	0.914283247	1.131352592	0.596429859	0.914355704	0.806339243	0.214046113
PDE3A	1.270386552	1.16234064	0.133937796	0.479728789	1.304995431	0.280357843	2.181110378	0.612145613	1.827956589	1.272748958	0.546658128	0.324396675	1.742493469	0.421993171	1.122930011
PDE3B	1.286513125	0.697746277	1.262978003	0.590148227	0.161522795	0.156611885	1.949789916	1.43506427	1.812304752	2.174668242	0.786990022	0.203567096	0.887068823	0.276733153	1.935974664
PDE4A	2.862378405	2.900470098	1.818986455	0.912658784	1.811085974	0.557091938	2.166807474	1.590387757	1.547796665	1.625499059	0.922252355	0.55089809	2.384033571	2.213072748	2.457785046
PDE4B	2.025708965	0.908414313	1.318413473	0.753588776	0.813199549	0.330562027	1.13005988	1.823443324	1.634379282	0.530412237	0.957705166	0.378051647	1.026668445	1.230961488	0.820772551
PDE4C	0.298123429	0.805874431	0.839089668	1.220044722	0.023623262	0.258621365	1.044407602	1.959707858	0.03985254	0.173679705	0.199663831	0.033478048	0.093782936	1.559059711	0.009397986
PDE4D	1.177034613	1.111218496	1.315483269	1.271527428	0.937656184	0.466002583	1.52211806	1.942158106	2.575655669	0.638569427	1.048320419	1.192112481	0.916150949	1.436772793	1.425930325
PDE4DIP	1.145910459	1.038396917	1.43907719	0.772634449	0.720713015	0.612355686	1.558181204	1.344814441	0.736976279	1.601521479	0.669892068	0.461597942	0.926450199	2.024821661	1.384303306
PDE5A	1.286949111	1.698742008	1.62795791	2.399250532	1.215605455	0.943039389	1.864953475	2.255700865	1.131108279	1.675974693	1.672199989	0.700424627	2.205478211	1.663067917	1.149557802
PDE6A	0.030620832	0.109734065	0.188758647	0.252449265	0.010502314	0.43923708	0.162870288	0.263858811	0.037291196	0.068471189	0.04012642	0.022099372	0.02921558	0.035156581	0.053250071
PDE6B	0.121625947	0.069054893	0.020605803	0.109119319	0.036418305	0.188863734	0.577353375	0.460291813	0.164015874	0.101497956	0.179504797	0.043965667	0.119237884	0.077441212	0.03747001
PDE6C	0.175235906	0.104787743	0.146440724	0.293812622	0.064645961	0.087318373	0.056302679	0.236681045	0.142456	0.196878137	0.149016425	0.219404313	0.641653461	0.06241006	0.080352872
PDE6D	2.324229582	3.090155612	3.225904412	1.961514512	2.403874232	2.048266758	2.021121403	2.650734655	3.08911792	3.011420999	2.24560626	1.728689135	2.235104837	2.670264882	3.108115165
PDE6G	0.249025836	0.088155391	0.127550018	0.102036823	0.18509695	0.176913706	0.321519597	0.431316737	0.237888825	0.176448498	0.346601781	0.124832064	0.543819066	0.15775336	0.181233989
PDE7A	2.129419559	1.455765268	2.793942066	3.054364787	2.915770155	1.446809788	1.808653162	2.927618263	2.969600361	1.926538004	2.435504284	2.20568955	4.113880146	2.613709562	4.01134298
PDE7B	0.911593941	0.825099534	0.229300014	0.762054746	0.664430853	0.261531243	0.879589982	1.091202414	0.872973496	0.180591875	0.492038541	0.31106159	0.711741753	0.645220158	0.196976929
PDE8A	2.427469873	3.210917026	2.762271919	3.552878748	2.972045901	1.55409627	4.224884686	2.805207774	3.30323232	3.243643115	1.502971755	2.824406364	2.607172215	3.081349057	2.418767042
PDE8B	0.777703836	0.709834422	0.335312496	0.533443892	0.403806125	0.694172287	0.643589723	0.562306962	0.384518484	0.658401693	0.74354511	0.620829657	0.825253464	0.347317097	1.316361195
PDE9A	0.327527703	0.28990613	0.741165247	0.125083998	0.186318639	0.347493716	0.970613109	0.904666706	0.226723908	2.326667725	0.247972075	0.042484761	0.390072253	0.187690703	0.59491036
PDF	2.339343208	2.817833976	2.472240136	2.258450225	1.829602508	1.673408632	2.475240102	2.012702032	1.627347825	2.787535615	2.535025474	1.987408014	1.261384195	1.313123617	1.948694975
PDGFA	2.719717363	4.340945883	1.746723189	2.793772535	2.138733955	0.743664455	4.947362947	2.314487287	2.056278836	4.755019339	1.235538772	1.504414368	2.115541353	2.552795922	2.11751178
PDGFB	3.938225408	4.460816269	2.206352793	1.990951885	3.243785196	1.382773532	2.022586752	1.862595008	2.296201032	2.273759813	2.002084356	1.911418659	2.543720782	2.891995308	2.140769699
PDGFC	0.896915088	1.100035604	0.347696933	0.832939888	2.461531257	0.782443879	0.927080187	0.956348418	1.673441182	0.889419922	1.741236819	2.432927056	4.261556154	0.877526111	2.882958449
PDGFD	1.343727136	2.568877818	0.693691167	1.933280985	0.874269176	0.318965591	1.769164143	1.815558045	0.558412249	1.325510004	0.604250136	0.365609895	0.71720289	1.609934898	0.343988273
PDGFRA	2.445921851	2.246346286	1.016089354	2.691485384	1.410219695	2.42501574	2.017649598	2.505755345	0.512626966	2.632629222	1.194936138	0.614206659	1.401520024	1.853502666	1.076730459
PDGFRB	3.741311553	5.009968585	2.251641378	3.028174885	4.945639017	1.446236295	2.483065123	3.143236719	2.049304407	3.441543679	2.826787231	2.830706098	5.541576035	3.500136123	3.983912975
PDGFRL	0.130820849	0.742294501	0.581168416	0.118513268	0.526850803	0.105951811	0.778917128	0.220429255	0.920515804	0.184958561	0.170433117	0.115229498	0.476952114	0.652601143	0.239452388
PDHA1	3.812751659	3.716273156	4.188548175	4.31955034	3.728258363	3.118342111	3.679220677	3.934264147	3.745873566	4.591073554	3.431997752	3.821244905	3.732581192	4.170859867	3.273514266
PDHB	2.761519661	2.35711434	3.209715091	2.705520934	2.608127673	2.911892856	3.426462402	2.879927646	2.569572958	2.98314285	3.021626457	2.926017236	2.677036959	2.621110841	2.5382532
PDHX	3.16410293	3.191267705	2.810630289	3.061239256	2.269363964	2.339563258	3.346176692	2.819532902	3.200811009	3.736832764	2.686707338	2.96554029	3.021973401	3.64799019	3.191981874
PDIA2	0.571880547	1.422521587	0.270380511	3.004393317	0.145400374	0.078804543	0.316202767	2.476444258	0.262215884	0.156417557	0.514978636	0.205075622	0.104303256	3.831444396	0.028347896
PDIA3	6.584922301	7.57412209	7.420926792	7.491426129	6.918666655	5.636511589	8.285637909	7.26476328	7.570494074	6.864062154	6.237053478	6.644931236	6.315264855	7.740065144	6.036331137
